,author,content,region,language,publish_date,followers,retweet,account_category,mentions,exist_target
150099,WORLDOFHASHTAGS,"#WithoutTheInternetI would find other, & probably less accepted, ways to complain @WorldOfHashtags",United States,English,4/4/2016 13:34,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150100,WORLDOFHASHTAGS,#WithoutTheInternetI i'd definitely be a iron smith @WorldOfHashtags,United States,English,4/4/2016 13:46,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150101,WORLDOFHASHTAGS,#WithoutTheInternetI would still drink wine.. I can't blame the internet for that @WorldOfHashtags,United States,English,4/4/2016 13:46,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150104,WORLDOFHASHTAGS,#WithoutTheInternetI there's all sorts of cool stuff I wouldn't have bought @WorldOfHashtags,United States,English,4/4/2016 13:46,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150105,WORLDOFHASHTAGS,#WithoutTheInternetI Would never have randoms proclaiming love to me while I'm in bed.  @WorldOfHashtags https://t.co/lLLawu8tkO,United States,English,4/4/2016 13:51,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150108,WORLDOFHASHTAGS,Today's hashtag game via @AndyHashtagger and @GiselleEvns is #IAmNotThePresidentBecause Have fun!,United States,English,4/6/2016 14:04,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150111,WORLDOFHASHTAGS,"#IAmNotThePresidentBecause I'd never let you down, tell a lie, or hurt you. @WorldOfHashtags @AndyHashtagger https://t.co/wgErWwbwzh",United States,English,4/6/2016 14:25,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150112,WORLDOFHASHTAGS,"#IAmNotThePresidentBecause I'd never let you down, tell a lie, or hurt you. @WorldOfHashtags @AndyHashtagger https://t.co/wgErWwbwzh",United States,English,4/6/2016 14:25,10893,1,HashtagGamer,ANDYHASHTAGGER,True
150115,WORLDOFHASHTAGS,#IAmNotThePresidentBecause I'm a bitter-clinger - @WorldOfHashtags @AndyHashtagger @GiselleEvns https://t.co/Hbqsse8d0S,United States,English,4/6/2016 14:35,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150116,WORLDOFHASHTAGS,#IAmNotThePresidentBecause I'm a bitter-clinger - @WorldOfHashtags @AndyHashtagger @GiselleEvns https://t.co/Hbqsse8d0S,United States,English,4/6/2016 14:35,10893,1,HashtagGamer,ANDYHASHTAGGER,True
150119,WORLDOFHASHTAGS,We are about to begin! The hashtag game via @AndyHashtagger and @GiselleEvns starts in 10 minutes!,United States,English,5/11/2016 13:52,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150121,WORLDOFHASHTAGS,It's Bob Marley's Day today so #AddPotInAMovie and have fun with @AndyHashtagger and @GiselleEvns,United States,English,5/11/2016 14:01,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150123,WORLDOFHASHTAGS,#GameAlert todays @worldofhashtags game dedicated to Bob Marley so #AddPotInAMovie and join the game!,United States,English,5/11/2016 14:07,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150130,WORLDOFHASHTAGS,"'@TheGaMerOreo @AndyHashtagger #AddPotInAMovie Forrest Blunt , Plump Fiction, No Cannabis for Old Men, A History of Drug Violations, JaneBug'",United States,English,5/11/2016 14:46,10893,1,HashtagGamer,ANDYHASHTAGGER,True
150132,WORLDOFHASHTAGS,We all have the power so tell the world about yours with #MyUselessSuperpower And the game via @AndyHashtagger and @GiselleEvns starts now!,United States,English,5/16/2016 13:01,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150136,WORLDOFHASHTAGS,#MyUselessSuperpower i have the power to give 0 fucks https://t.co/s6IHIPi2LC @WorldOfHashtags,United States,English,5/16/2016 13:13,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150138,WORLDOFHASHTAGS,#MyUselessSuperpower i can make women find me unattractive https://t.co/s6IHIPi2LC @WorldOfHashtags,United States,English,5/16/2016 13:16,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150143,WORLDOFHASHTAGS,Our game hosted by @GiselleEvns and @AndyHashtagger is about to begin Don't fail to join us in 15 minutes �,United States,English,5/18/2016 13:45,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150145,WORLDOFHASHTAGS,Are you a racist?� #YouAreARacistIf hosted ny @GiselleEvns and @AndyHashtagger is on,United States,English,5/18/2016 14:00,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150147,WORLDOFHASHTAGS,"Our Monday game hosted by @GiselleEvns and @AndyHashtagger begins in an hour Join us, it will be fun �",United States,English,5/2/2016 12:00,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150149,WORLDOFHASHTAGS,Our hashtag for today's game hosted by @GiselleEvns and @AndyHashtagger is #IWishItWasIllegalTo  It's legal to join! �,United States,English,5/2/2016 13:00,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150150,WORLDOFHASHTAGS,Our game hosted by @AndyHashtagger and @GiselleEvns is in an hour Looking forward!,United States,English,5/23/2016 12:01,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150153,WORLDOFHASHTAGS,Our game hosted by @AndyHashtagger and @GiselleEvns starts today at 10EDT Don't fail to join us!,United States,English,5/25/2016 13:00,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150155,WORLDOFHASHTAGS,#IAmTechnically not very technical. @WorldOfHashtags https://t.co/uSsn01prRC,United States,English,5/25/2016 14:56,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150157,WORLDOFHASHTAGS,Our Monday hashtag game is hosted by two lovely ladies today @GiselleEvns and @DanaGeezus will rock your timeline in 15 minutes ��,United States,English,5/30/2016 12:45,10893,0,HashtagGamer,DANAGEEZUS,True
150159,WORLDOFHASHTAGS,Our hashtag game hosted by @GiselleEvns and @DanaGeezus is #HowToMakeAManGay I bet they know how to do it,United States,English,5/30/2016 13:00,10893,0,HashtagGamer,DANAGEEZUS,True
150163,WORLDOFHASHTAGS,"#HowToMakeAManGay Haha, @ChrixMorgan you're tagged!  https://t.co/M0LcENi6pf",United States,English,5/30/2016 14:33,10893,1,HashtagGamer,CHRIXMORGAN,True
150164,WORLDOFHASHTAGS,Our hashtag game today via @AndyHashtagger and @GiselleEvns is dedicated to Ted Cruz suspending campaign and it's #IfIWereTedCruz Have fun!�,United States,English,5/4/2016 14:03,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150168,WORLDOFHASHTAGS,#IfIWereTedCruz I'd just go enjoy #StarWarsDay & then tomorrow plan to become a Zodiac killer like Twitter apparently wants @WorldOfHashtags,United States,English,5/4/2016 14:16,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150174,WORLDOFHASHTAGS,RT @AndyHashtagger #IfIWereTedCruz I would be in Dark Souls �� https://t.co/xqXspXkrob,United States,English,5/4/2016 14:30,10893,1,HashtagGamer,ANDYHASHTAGGER,True
150177,WORLDOFHASHTAGS,Mothers Day special game via @AndyHashtagger and @GiselleEvns is about to begin!,United States,English,5/8/2016 14:54,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150179,WORLDOFHASHTAGS,#GameAlert from @worldofhashtags their Mothers Day game is #IfIWereYourMom,United States,English,5/8/2016 15:12,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150182,WORLDOFHASHTAGS,#IfIWereYourMom you'd never be afraid of monsters ever again.  @WorldOfHashtags https://t.co/wY4E5dRJpy,United States,English,5/8/2016 15:41,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150187,WORLDOFHASHTAGS,The game hosted by @GiselleEvns and @AndyHashtagger starts in 10 minutes!,United States,English,6/1/2016 13:53,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150188,WORLDOFHASHTAGS,#WhenIWasYoung I always failed in my exams! @WorldOfHashtags @giselleevns @EndyHashtagger,United States,English,6/1/2016 14:07,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150191,WORLDOFHASHTAGS,'@WorldOfHashtags #WhenIWasYoung Part of summer was shelling beans on my grandparents back porch (THEN you could go and run around the yard).',United States,English,6/1/2016 14:12,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150194,WORLDOFHASHTAGS,"'@WorldOfHashtags #WhenIWasYoung going out to eat anywhere was a SPECIAL treat, and you dressed nicely when you did. And behaved.'",United States,English,6/1/2016 14:13,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150196,WORLDOFHASHTAGS,"I am a big fan of Eric Burdon and the Animals, but ""#WhenIWasYoung"" is just about unlistenable. #IAmOld @WorldOfHashtags",United States,English,6/1/2016 14:15,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150197,WORLDOFHASHTAGS,'@WorldOfHashtags #WhenIWasYoung my grandfather (b. 1905) put on a clean shirt and wore a gentlemen's hat when he went into town. Regardless.',United States,English,6/1/2016 14:17,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150200,WORLDOFHASHTAGS,'@WorldOfHashtags #WhenIWasYoung we played all day in the sun and got dirty and fell and skinned our knees and had 3-dimensional friends.',United States,English,6/1/2016 14:25,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150209,WORLDOFHASHTAGS,Our game via @GiselleEvns and @AndyHashtagger starts in 30 minutes! Don't miss it!,United States,English,6/13/2016 12:29,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150217,WORLDOFHASHTAGS,Fifteen minutes to go! Are you ready for our Wednesday hashtag game hosted by @DanaGeezus and @GiselleEvns? �,United States,English,6/15/2016 13:45,10893,0,HashtagGamer,DANAGEEZUS,True
150219,WORLDOFHASHTAGS,Donald Trump turned 70 yesterday ��� Let's celebrate it with #PresentsTrumpGot game Join @DanaGeezus and @GiselleEvns for fun,United States,English,6/15/2016 14:00,10893,0,HashtagGamer,DANAGEEZUS,True
150221,WORLDOFHASHTAGS,'@DanaGeezus delete your account',United States,English,6/15/2016 14:48,10893,0,HashtagGamer,DANAGEEZUS,True
150223,WORLDOFHASHTAGS,Our hashtag game via @GiselleEvns and @AndyHashtagger starts in 5 minutes!❤️,United States,English,6/17/2016 14:59,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150225,WORLDOFHASHTAGS,You wanna play a hashtag game? We have one for you hosted by @GiselleEvns and @AndyHashtagger  See you in 15 minutes �,United States,English,6/19/2016 14:45,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150228,WORLDOFHASHTAGS,I'd like to remind you that our game hosted by @AndyHashtagger and @GiselleEvns starts in 30 minutes!,United States,English,6/20/2016 12:25,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150231,WORLDOFHASHTAGS,"'@WorldOfHashtags #INeedALawyerBecause Because of twitter, I have TED (Thumb Erectile Disorder) https://t.co/auxODXpuzP'",United States,English,6/20/2016 13:08,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150234,WORLDOFHASHTAGS,#INeedALawyerBecause theres so much blood https://t.co/PuDJ7GTUIU @WorldOfHashtags https://t.co/YHsmzYQszd,United States,English,6/20/2016 13:17,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150235,WORLDOFHASHTAGS,#INeedALawyerBecause the neighbors dog fount the dead hooker in my yard https://t.co/PuDJ7GTUIU @WorldOfHashtags,United States,English,6/20/2016 13:21,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150236,WORLDOFHASHTAGS,'@DanaGeezus #INeedALawyerBecause I'm about to say hold my beer',United States,English,6/20/2016 13:22,10893,1,HashtagGamer,DANAGEEZUS,True
150239,WORLDOFHASHTAGS,'@WorldOfHashtags #INeedALawyerBecause my current lawyer works at the firm of... https://t.co/9oqQpzSA3s',United States,English,6/20/2016 13:27,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150240,WORLDOFHASHTAGS,'@WorldOfHashtags #INeedALawyerBecause Olive Garden treated me like family https://t.co/awt65uwLzZ',United States,English,6/20/2016 13:28,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150245,WORLDOFHASHTAGS,'@DonnieLMiller #INeedALawyerBecause I'm not politically correct',United States,English,6/20/2016 13:54,10893,1,HashtagGamer,DONNIELMILLER,True
150254,WORLDOFHASHTAGS,Our game hosted by @GiselleEvns and @AndyHashtagger starts at 10 am EDT / 7 am PDT / 3 pm BST Join the game!,United States,English,6/21/2016 13:35,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150272,WORLDOFHASHTAGS,"RT @WorldOfHashtags: We don't know exactly who's our future president,but Obama needs a new job surely Assume #ObamaNextJob and have fun! h…",United States,English,6/21/2016 15:26,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150273,WORLDOFHASHTAGS,"#ObamaNextJob Reader for new recorded version of Ralph Ellison's Invisible Man (Sorry, Joe Morton) @WorldofHashtags",United States,English,6/21/2016 15:33,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150277,WORLDOFHASHTAGS,#ObamaNextJob Nutrition counsellor for John Kasich @WorldOfHashtags,United States,English,6/21/2016 15:44,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150284,WORLDOFHASHTAGS,We have an awesome game today hosted by @AndyHashtagger and @GiselleEvns ! Join us in 15 minutes! �,United States,English,6/23/2016 12:46,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150286,WORLDOFHASHTAGS,Because they're stealing our cheese #ReasonsToLeaveEU @WorldOfHashtags https://t.co/XhU6S45v5G,United States,English,6/23/2016 13:18,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150287,WORLDOFHASHTAGS,Use �� #ReasonsToLeaveEU in your tweets Tell us why Britain�� should leave the EU Don't forget to add @WorldOfHashtags in your tweets,United States,English,6/23/2016 13:28,10893,0,HashtagGamer,WORLDOFHASHTAGS,True
150288,WORLDOFHASHTAGS,Use �� #ReasonsToLeaveEU in your tweets Tell us why Britain�� should leave the EU Don't forget to add @WorldOfHashtags in your tweets,United States,English,6/23/2016 13:30,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150289,WORLDOFHASHTAGS,#ReasonsToLeaveEU : Everyone else keeps stealing all the Spotted Dick @WorldOfHashtags,United States,English,6/23/2016 13:32,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150290,WORLDOFHASHTAGS,#ReasonsToLeaveEU better dental @WorldOfHashtags,United States,English,6/23/2016 13:33,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150291,WORLDOFHASHTAGS,#ReasonsToLeaveEU Because we felt like it @WorldOfHashtags,United States,English,6/23/2016 13:33,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150292,WORLDOFHASHTAGS,Because the sun never sets on the British ego #ReasonsToLeaveEU @WorldOfHashtags,United States,English,6/23/2016 14:08,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150293,WORLDOFHASHTAGS,#ReasonsToLeaveEU some ISIS members who attacked Europe were british nationals! snakes @WorldOfHashtags,United States,English,6/23/2016 14:22,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150295,WORLDOFHASHTAGS,We wish you could join our today's hashtag game via @GiselleEvns and @AndyHashtagger at 9 am EDT/ 6 am PDT/ 2 pm BST https://t.co/xia7p69uwm,United States,English,6/27/2016 12:22,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150304,WORLDOFHASHTAGS,"*opens door to comic book store*  ""Take EVERYthing you want. Go nuts.""  #ThingsEveryBoyWantsToHear @WorldOfHashtags",United States,English,6/27/2016 13:58,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150308,WORLDOFHASHTAGS,#GameAlert @WorldOfHashtags today's game hosted by adorable @cakikeith and @GiselleEvns is #ThingsIWontBelieve,United States,English,6/29/2016 20:14,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150312,WORLDOFHASHTAGS,It's not butter! � #ThingsIWontBelieve @WorldOfHashtags https://t.co/OpmOGUOlnU,United States,English,6/29/2016 20:21,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150314,WORLDOFHASHTAGS,'@AndyHashtagger @WorldOfHashtags #ThingsIWontBelieve This guy isn't an alien https://t.co/7kKZsbQtWm',United States,English,6/29/2016 20:25,10893,1,HashtagGamer,ANDYHASHTAGGER,True
150315,WORLDOFHASHTAGS,'@AndyHashtagger @WorldOfHashtags #ThingsIWontBelieve This guy isn't an alien https://t.co/7kKZsbQtWm',United States,English,6/29/2016 20:25,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150320,WORLDOFHASHTAGS,"'@beerscouts @WorldOfHashtags Wait, Wait NOW you're telling me that Dick Cheney ISN'T an alien? #ThingsIWontBelieve'",United States,English,6/29/2016 20:34,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150323,WORLDOFHASHTAGS,Gymboree is a terrible place to use my nephew's love of bouncy houses to get dates with single moms.  #ThingsIWontBelieve @WorldOfHashtags,United States,English,6/29/2016 20:48,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150333,WORLDOFHASHTAGS,#ThingsNotToDoAtTheZoo  Be a gorilla   @WorldOfHashtags https://t.co/9f6482ytZu,United States,Finnish,6/3/2016 15:31,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150335,WORLDOFHASHTAGS,The game hosted by @GiselleEvns and @AndyHashtagger starts in 15 minutes!,United States,English,6/6/2016 12:46,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150337,WORLDOFHASHTAGS,"Our new game hosted by @GiselleEvns and @AndyHashtagger is #MyVacationGoals C'mon, tell us about your plans!",United States,English,6/6/2016 13:00,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150341,WORLDOFHASHTAGS,#GameAlert Today's @WorldOfHashtags game is #PoliceAMovie Join the game!,United States,English,7/18/2016 13:11,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150345,WORLDOFHASHTAGS,'@WorldOfHashtags hide the weed its the fucking super troopers #policeamovie',United States,English,7/18/2016 13:36,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150348,WORLDOFHASHTAGS,"#IHate____Because drugs, they ruined thomas the train https://t.co/weQYZMG2w3 @WorldOfHashtags https://t.co/1VqgjEEZFb",United States,English,7/2/2016 14:35,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150361,WORLDOFHASHTAGS,"'@WorldOfHashtags @GiselleEvns #IfHillaryBecomesPresident Nothing really improves, but liberals pat themselves on the back anyway'",United States,English,7/27/2016 14:09,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150365,WORLDOFHASHTAGS,"#IfHillaryBecomesPresident, Hannity would explode like the guy in Big Trouble in Little China @WorldOfHashtags  https://t.co/Jajs5nffPd",United States,English,7/27/2016 14:16,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150368,WORLDOFHASHTAGS,"#IfHillaryBecomesPresident, all female interns would resign. @WorldOfHashtags #DNCinPHL",United States,English,7/27/2016 14:18,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150371,WORLDOFHASHTAGS,'@Suziebeth22 @DanaGeezus #IfHillaryBecomesPresident shnozberries will taste like money',United States,English,7/27/2016 14:23,10893,1,HashtagGamer,DANAGEEZUS,True
150376,WORLDOFHASHTAGS,#IfHillaryBecomesPresident Bill will decorate the White House with hookers and interns. @kiddstclair @Booth_Prince,United States,English,7/27/2016 14:35,10893,1,HashtagGamer,BOOTH_PRINCE,True
150378,WORLDOFHASHTAGS,'@WorldOfHashtags @GiselleEvns #IHatePokemonGoBecause those darn players keep denting my new car',United States,English,7/30/2016 14:04,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150381,WORLDOFHASHTAGS,#IHatePokemonGoBecause it is not available for my iPhone 4S. #Fact  @WorldOfHashtags,United States,English,7/30/2016 14:09,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150382,WORLDOFHASHTAGS,#IHatePokemonGoBecause not enough people are dying horribly hilarious deaths. @WorldOfHashtags @GiselleEvns,United States,English,7/30/2016 14:15,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150389,WORLDOFHASHTAGS,"'@WorldOfHashtags #GrowingUpWithObama showed me how to mom dance, slow jam, and take selfies with other world leaders.'",United States,English,7/6/2016 14:19,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150391,WORLDOFHASHTAGS,#GrowingUpWithObama - cartoons inspired his interest in health care and consumer safety @WorldOfHashtags https://t.co/rPhKmSzn1e,United States,English,7/6/2016 14:49,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150393,WORLDOFHASHTAGS,"Our game hosted by @GiselleEvns and @AndyHashtagger begins in 15 min, don't fail to join us �",United States,English,8/1/2016 12:46,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150395,WORLDOFHASHTAGS,What are your ideas on #FirstLadyRuleBook? Play with @GiselleEvns and @AndyHashtagger https://t.co/u6qwHo0GQC,United States,English,8/1/2016 13:00,10893,0,HashtagGamer,ANDYHASHTAGGER,True
150402,WORLDOFHASHTAGS,'@DanaGeezus #DontTellAnyoneBut it's hard to maintain a girl dis days...tis why iont stay committed to a long term relationship',United States,English,8/10/2016 14:21,10893,1,HashtagGamer,DANAGEEZUS,True
150415,WORLDOFHASHTAGS,#GameAlert #ChildrenThinkThat @GiselleEvns and @WorldOfHashtags have started a great hashtag game! And you? �,United States,English,8/15/2016 13:09,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150420,WORLDOFHASHTAGS,#ChildrenThinkThat old people playing Pokemon Go are big dorks. @WorldOfHashtags https://t.co/slGIEJ9IZO,United States,English,8/15/2016 14:04,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150422,WORLDOFHASHTAGS,'@KevinCentlivre @WorldOfHashtags #ChildrenThinkThat but adults KNOW their genitals are magic but must come together to complete the spell',United States,English,8/15/2016 14:09,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150429,WORLDOFHASHTAGS,'@rinabri @AndyHashtagger   Be born rich & Make poor decisions #HowToGetMediaAttention',United States,English,8/22/2016 13:31,10893,1,HashtagGamer,ANDYHASHTAGGER,True
150433,WORLDOFHASHTAGS,'@WorldOfHashtags @GiselleEvns R rated movies with no nudity #MustBeBanned',United States,English,8/24/2016 14:06,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150439,WORLDOFHASHTAGS,#MustBeBanned Yoga pants for those not actually doing yoga @WorldOfHashtags,United States,English,8/24/2016 14:16,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150443,WORLDOFHASHTAGS,'@SarahnitySeeker @WorldOfHashtags aka the Skullett #mustbebanned',United States,English,8/24/2016 14:23,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150446,WORLDOFHASHTAGS,ill-fitted spanx #MustBeBanned  @WorldOfHashtags @GiselleEvns https://t.co/raaEY48gme,United States,English,8/24/2016 14:25,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150448,WORLDOFHASHTAGS,Human Backpacks  #MustBeBanned @WorldOfHashtags @GiselleEvns https://t.co/bJGYjefYls,United States,English,8/24/2016 14:31,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150466,WORLDOFHASHTAGS,'@DanaGeezus #MyOlympicSportWouldBe   this.......... https://t.co/B5yifOcrZs',United States,English,8/3/2016 14:17,10893,1,HashtagGamer,DANAGEEZUS,True
150468,WORLDOFHASHTAGS,"#GameAlert I think #MyOlympicSportWouldBe hashtag gaming,and yours? Join the game hosted by @GiselleEvns and @WorldOfHashtags",United States,English,8/3/2016 14:20,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150469,WORLDOFHASHTAGS,#MyOlympicSportWouldBe Pillow Talk   @WorldOfHashtags,United States,English,8/3/2016 14:30,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150471,WORLDOFHASHTAGS,#MyOlympicSportWouldBe Selling Drugs. Let'em fail the Dope Test.  ���  @WorldOfHashtags,United States,English,8/3/2016 14:40,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150472,WORLDOFHASHTAGS,#MyOlympicSportWouldBe Nude Photoshoots. ❕ @WorldOfHashtags https://t.co/35TOiit6bx,United States,English,8/3/2016 14:46,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150473,WORLDOFHASHTAGS,#MyOlympicSportWouldBe Directing another sequel to #Rio at #Rio2016  @WorldOfHashtags https://t.co/Z3ZxnwLcMJ,United States,English,8/3/2016 15:02,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150478,WORLDOFHASHTAGS,'@WorldOfHashtags  #IGetDepressedWhen Hot chicks wash up on the beach and I'm not there.',United States,English,8/31/2016 14:12,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150497,WORLDOFHASHTAGS,#GameAlert Imagine #ObamasWishList for Bday with @WorldOfHashtags and @GiselleEvns,United States,English,8/4/2016 13:10,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150499,WORLDOFHASHTAGS,'@WorldOfHashtags @GiselleEvns #ObamasWishList A nice cigar.  Just not from Bill Clinton.',United States,English,8/4/2016 13:10,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150506,WORLDOFHASHTAGS,'@adu1tg33k1 @WorldOfHashtags #ObamasWishList To NEVER let go..... https://t.co/EqBfejzIco',United States,English,8/4/2016 13:24,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150518,WORLDOFHASHTAGS,.@WorldOfHashtags hashtag game spotted on @TwitterMoments for the second time  https://t.co/hJgsikhFRn,United States,English,8/4/2016 9:53,10893,0,HashtagGamer,WORLDOFHASHTAGS,True
150535,WORLDOFHASHTAGS,'@WorldOfHashtags #IStartCryingWhen I see 99 cents only store. Earth is still an affordable place to live �',United States,English,8/8/2016 13:56,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150543,WORLDOFHASHTAGS,#ToFeelBetterI Do A Gin And Juice Cleanse  @SnoopDogg  @WorldOfHashtags  @GiselleEvns,United States,English,9/12/2016 13:10,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150545,WORLDOFHASHTAGS,"#ToFeelBetterI Give Thanks For All That I Have. A Beautiful Daughter, A loving Family & Wonderful Friends..@WorldOfHashtags @GiselleEvns",United States,English,9/12/2016 13:11,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150548,WORLDOFHASHTAGS,#ToFeelBetterI Eat An Apple (Pie) A Day... @WorldOfHashtags @GiselleEvns,United States,English,9/12/2016 13:11,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150551,WORLDOFHASHTAGS,#GameAlert #ToFeelBetterI play hashtag games with @GiselleEvns and @WorldOfHashtags it'll help you to feel better either!,United States,English,9/12/2016 13:11,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150554,WORLDOFHASHTAGS,What Does The Heating And Air Conditioning Do When It's Mad??? #ToFeelBetterI Vent  @WorldOfHashtags  @GiselleEvns,United States,English,9/12/2016 13:19,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150556,WORLDOFHASHTAGS,'@Booth_Prince @WorldOfHashtags @GiselleEvns  #ToFeelBetterI 'll watch.',United States,English,9/12/2016 13:20,10893,1,HashtagGamer,BOOTH_PRINCE,True
150557,WORLDOFHASHTAGS,'@Booth_Prince @WorldOfHashtags @GiselleEvns  #ToFeelBetterI 'll watch.',United States,English,9/12/2016 13:20,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150560,WORLDOFHASHTAGS,#ToFeelBetterI go on twitter & play a shit ton of hashtag games https://t.co/PQrEhspMOi @WorldOfHashtags @GiselleEvns,United States,English,9/12/2016 13:30,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
150563,WORLDOFHASHTAGS,'@DanaGeezus #ToFeelBetterI smoke � weed��',United States,English,9/12/2016 13:41,10893,1,HashtagGamer,DANAGEEZUS,True
150568,WORLDOFHASHTAGS,#ToFeelBetterI Play Hashtag Games @WorldOfHashtags,United States,English,9/12/2016 14:12,10893,1,HashtagGamer,WORLDOFHASHTAGS,True
